index,name,href,location,auth
1050,Asad Bijnori Alig,https://www.rekhta.org/poets/asad-bijnori-alig,Aligarh,asad-bijnori-alig
1051,Asad Jafri,https://www.rekhta.org/poets/asad-jafri,,asad-jafri
1052,Asad Mohammad Khan,https://www.rekhta.org/poets/asad-mohammad-khan,Karachi,asad-mohammad-khan
1053,Asad Multani,https://www.rekhta.org/poets/asad-multani,Rawalpindi,asad-multani
1054,Asad Raza,https://www.rekhta.org/poets/asad-raza,Delhi,asad-raza
1055,Asad Raza Sahar,https://www.rekhta.org/poets/asad-raza-sahar,Jhang,asad-raza-sahar
1056,Asad Rizvi,https://www.rekhta.org/poets/asad-rizvi,Muzaffarpur,asad-rizvi
1057,Asad Wahidi,https://www.rekhta.org/poets/asad-wahidi,Pakistan,asad-wahidi
1058,Asar Akbarabadi,https://www.rekhta.org/poets/asar-akbarabadi,,asar-akbarabadi
1059,Asar Ansari,https://www.rekhta.org/poets/asar-ansari,Maunath Bhanjan,asar-ansari
1060,Asar Badayuni,https://www.rekhta.org/poets/asar-badayuni,,asar-badayuni
1061,Asar Dehlvi,https://www.rekhta.org/poets/asar-dehlvi,,asar-dehlvi
1062,Asar Faridi,https://www.rekhta.org/poets/asar-faridi,Sasaram,asar-faridi
1063,Asar Lakhnavi,https://www.rekhta.org/poets/asar-lakhnavi,Lucknow,asar-lakhnavi
1064,Asar Mahboob,https://www.rekhta.org/poets/asar-mahboob,,asar-mahboob
1065,Asar Nizami,https://www.rekhta.org/poets/asar-nizami,Cuttack,asar-nizami
1066,Asar Rampuri,https://www.rekhta.org/poets/asar-rampuri,,asar-rampuri
1067,Asar Saeed,https://www.rekhta.org/poets/asar-saeed-1,Mysore,asar-saeed-1
1068,Asar Sahbai,https://www.rekhta.org/poets/asar-sahbai,,asar-sahbai
1069,Aseer Jabalpuri,https://www.rekhta.org/poets/aseer-jabalpuri,,aseer-jabalpuri
1070,Asghar Abid,https://www.rekhta.org/poets/asghar-abid,,asghar-abid
1071,Asghar Ali Abbas,https://www.rekhta.org/poets/asghar-ali-abbas,,asghar-ali-abbas
1072,Asghar Ali Tabassum,https://www.rekhta.org/poets/asghar-ali-tabassum,,asghar-ali-tabassum
1073,Asghar Gondvi,https://www.rekhta.org/poets/asghar-gondvi,Gonda,asghar-gondvi
1074,Asghar Gorakhpuri,https://www.rekhta.org/poets/asghar-gorakhpuri,Karachi,asghar-gorakhpuri
1075,Asghar Hasan Mujibi,https://www.rekhta.org/poets/asghar-hasan-mujibi,Cuttack,asghar-hasan-mujibi
1076,Asghar Jurat,https://www.rekhta.org/poets/asghar-jurat,Quetta,asghar-jurat
1077,Asghar Kalkattvi,https://www.rekhta.org/poets/asghar-kalkattvi,,asghar-kalkattvi
1078,Asghar Nadeem Syed,https://www.rekhta.org/poets/asghar-nadeem-syed,Lahore,asghar-nadeem-syed
1079,Asghar Nizami,https://www.rekhta.org/poets/asghar-nizami,,asghar-nizami
1080,Asghar Rahi,https://www.rekhta.org/poets/asghar-rahi,,asghar-rahi
1081,Asghar Rizvi,https://www.rekhta.org/poets/asghar-rizvi,,asghar-rizvi
1082,Asghar Saleem,https://www.rekhta.org/poets/asghar-saleem,,asghar-saleem
1083,Asghar Shamem,https://www.rekhta.org/poets/asghar-shamem,Kolkata,asghar-shamem
1084,Asghar Shamim,https://www.rekhta.org/poets/asghar-shamim,,asghar-shamim
1085,Asghar Velori,https://www.rekhta.org/poets/asghar-velori,Chennai,asghar-velori
1086,Asghar Wajahat,https://www.rekhta.org/poets/asghar-wajahat,,asghar-wajahat
1087,Asha Parbhat,https://www.rekhta.org/poets/asha-parbhat,East Champaran,asha-parbhat
1088,Ashar Najmi,https://www.rekhta.org/poets/ashar-najmi,Mumbai,ashar-najmi
1089,Ashfaq Ahmad,https://www.rekhta.org/poets/ashfaq-ahmad,Lahore,ashfaq-ahmad
1090,Ashfaq Ahmad Azmi,https://www.rekhta.org/poets/ashfaq-ahmad-azmi,Azamgarh,ashfaq-ahmad-azmi
1091,Ashfaq Ahmad Saim,https://www.rekhta.org/poets/ashfaq-ahmad-saim,,ashfaq-ahmad-saim
1092,Ashfaq Amir,https://www.rekhta.org/poets/ashfaq-amir,Jhelum,ashfaq-amir
1093,Ashfaq Husain,https://www.rekhta.org/poets/ashfaq-husain,Canada,ashfaq-husain
1094,Ashfaq Naginwi,https://www.rekhta.org/poets/ashfaq-naginwi,,ashfaq-naginwi
1095,Ashfaq Nasir,https://www.rekhta.org/poets/ashfaq-nasir,,ashfaq-nasir
1096,Ashfaq Qalaq,https://www.rekhta.org/poets/ashfaq-qalaq,Samastipur,ashfaq-qalaq
1097,Ashfaq Rasheed Mansuri,https://www.rekhta.org/poets/ashfaq-rasheed-mansuri,,ashfaq-rasheed-mansuri
1098,Ashfaq Rehbar,https://www.rekhta.org/poets/ashfaq-rehbar,,ashfaq-rehbar
1099,Ashfaq Saleem Mirza,https://www.rekhta.org/poets/ashfaq-saleem-mirza,,ashfaq-saleem-mirza
1100,Ashfaque Anjum,https://www.rekhta.org/poets/ashfaque-anjum,Malegaon,ashfaque-anjum
1101,Ashhad Bilal Ibn-e-chaman,https://www.rekhta.org/poets/ashhad-bilal-ibn-e-chaman,UAE,ashhad-bilal-ibn-e-chaman
1102,Ashhad Karim Ulfat,https://www.rekhta.org/poets/ashhad-karim-ulfat,Aurangabad,ashhad-karim-ulfat
1103,Ashhar Hashmi,https://www.rekhta.org/poets/ashhar-hashmi,West Bengal,ashhar-hashmi
1104,Ashique Akbarabadi,https://www.rekhta.org/poets/ashique-akbarabadi,,ashique-akbarabadi
1105,ashir Wakeel Rav,https://www.rekhta.org/poets/ashir-wakeel-rav,,ashir-wakeel-rav
1106,Ashk Almas,https://www.rekhta.org/poets/ashk-almas,Aligarh,ashk-almas
1107,Ashk Amritsari,https://www.rekhta.org/poets/ashk-amritsari,,ashk-amritsari
1108,Ashk Niyazi,https://www.rekhta.org/poets/ashk-niyazi,,ashk-niyazi
1109,Ashk Rampuri,https://www.rekhta.org/poets/ashk-rampuri,,ashk-rampuri
1110,Ashok Goyal Ashok,https://www.rekhta.org/poets/ashok-goyal-ashok,Guna,ashok-goyal-ashok
1111,Ashok Lal,https://www.rekhta.org/poets/ashok-lal,Delhi,ashok-lal
1112,Ashok Mizaj Badr,https://www.rekhta.org/poets/ashok-mizaj-badr,Sagar,ashok-mizaj-badr
1113,Ashok Rawat,https://www.rekhta.org/poets/ashok-rawat,,ashok-rawat
1114,Ashok Sahil,https://www.rekhta.org/poets/ashok-sahil,Muzaffarnagar,ashok-sahil
1115,Ashok Sawhny,https://www.rekhta.org/poets/ashok-sawhny,Delhi,ashok-sawhny
1116,Ashok Sawhny Sahil,https://www.rekhta.org/poets/ashok-sawhny-sahil,Delhi,ashok-sawhny-sahil
1117,Ashraf  Naqvi,https://www.rekhta.org/poets/ashraf-naqvi,,ashraf-naqvi
1118,Ashraf Ali Ashraf,https://www.rekhta.org/poets/ashraf-ali-ashraf,,ashraf-ali-ashraf
1119,Ashraf Ali Fughan,https://www.rekhta.org/poets/ashraf-ali-fughan,Delhi,ashraf-ali-fughan
1120,Ashraf Ashar,https://www.rekhta.org/poets/ashraf-ashar,,ashraf-ashar
1121,Ashraf Baqri,https://www.rekhta.org/poets/ashraf-baqri,Kanpur,ashraf-baqri
1122,Ashraf Gul,https://www.rekhta.org/poets/ashraf-gul,USA,ashraf-gul
1123,Ashraf Jahangeer,https://www.rekhta.org/poets/ashraf-jahangeer,Delhi,ashraf-jahangeer
1124,Ashraf Javed,https://www.rekhta.org/poets/ashraf-javed,,ashraf-javed
1125,Ashraf Jawed Malik,https://www.rekhta.org/poets/ashraf-jawed-malik,Multan,ashraf-jawed-malik
1126,Ashraf Mola Nagri,https://www.rekhta.org/poets/ashraf-mola-nagri,Sitamarhi,ashraf-mola-nagri
1127,Ashraf Rafi,https://www.rekhta.org/poets/ashraf-rafi,,ashraf-rafi
1128,Ashraf Raza Qadri,https://www.rekhta.org/poets/ashraf-raza-qadri-1,Chhattisgarh,ashraf-raza-qadri-1
1129,Ashraf Saboohi,https://www.rekhta.org/poets/ashraf-saboohi,Pakistan,ashraf-saboohi
1130,Ashraf Saleem,https://www.rekhta.org/poets/ashraf-saleem,,ashraf-saleem
1131,Ashraf Shad,https://www.rekhta.org/poets/ashraf-shad,Sydney,ashraf-shad
1132,Ashraf Yaqubi,https://www.rekhta.org/poets/ashraf-yaqubi,Patna,ashraf-yaqubi
1133,Ashraf Yousafi,https://www.rekhta.org/poets/ashraf-yousafi,Faisalabad,ashraf-yousafi
1134,Ashrafuddin Faizi,https://www.rekhta.org/poets/ashrafuddin-faizi,,ashrafuddin-faizi
1135,Ashu Jha 'Naqqash',https://www.rekhta.org/poets/ashu-jha-naqqash,Araria,ashu-jha-naqqash
1136,Ashu mishra,https://www.rekhta.org/poets/ashu-mishra,Bareilly,ashu-mishra
1137,Ashu Sharma,https://www.rekhta.org/poets/ashu-sharma,,ashu-sharma
1138,Ashutosh Dwivedi,https://www.rekhta.org/poets/ashutosh-dwivedi,Lucknow,ashutosh-dwivedi
1139,Ashutosh Mishra Azal,https://www.rekhta.org/poets/ashutosh-mishra-azal,Madhubani,ashutosh-mishra-azal
1140,Ashutosh Pandey,https://www.rekhta.org/poets/ashutosh-pandey,Lucknow,ashutosh-pandey
1141,Ashutosh Tiwari,https://www.rekhta.org/poets/ashutosh-tiwari,Jaipur,ashutosh-tiwari
1142,Ashwani Mittal 'Aish',https://www.rekhta.org/poets/ashwani-mittal-aish,Mumbai,ashwani-mittal-aish
1143,Ashwini Yadav,https://www.rekhta.org/poets/ashwini-yadav,Allahabd,ashwini-yadav
1144,Asif Ali,https://www.rekhta.org/poets/asif-ali,,asif-ali
1145,Asif Aman Saifi,https://www.rekhta.org/poets/asif-aman-saifi,Delhi,asif-aman-saifi
1146,Asif Anjum,https://www.rekhta.org/poets/asif-anjum,,asif-anjum
1147,Asif Banarsi,https://www.rekhta.org/poets/asif-banarsi,Dhaka,asif-banarsi
1148,Asif Bilal,https://www.rekhta.org/poets/asif-bilal,Siddharth Nagar,asif-bilal
1149,Asif Dar,https://www.rekhta.org/poets/asif-dar,,asif-dar
1150,Asif Farrukhi,https://www.rekhta.org/poets/asif-farrukhi,Karachi,asif-farrukhi
1151,Asif Izhar Ali,https://www.rekhta.org/poets/asif-izhar-ali,Aligarh,asif-izhar-ali
1152,Asif Jamal,https://www.rekhta.org/poets/asif-jamal,,asif-jamal
1153,Asif Meer Abis,https://www.rekhta.org/poets/asif-meer-abis,Jammu and Kashmir,asif-meer-abis
1154,Asif Rasheed Asjad,https://www.rekhta.org/poets/asif-rasheed-asjad,Abu Dhabi,asif-rasheed-asjad
1155,Asif Raza,https://www.rekhta.org/poets/asif-raza,,asif-raza
1156,Asif Saqib,https://www.rekhta.org/poets/asif-saqib,,asif-saqib
1157,Asif Shafi,https://www.rekhta.org/poets/asif-shafi,Qatar,asif-shafi
1158,Asifa Nishat,https://www.rekhta.org/poets/asifa-nishat,USA,asifa-nishat
1159,Asifa Zamani,https://www.rekhta.org/poets/asifa-zamani,Lucknow,asifa-zamani
1160,Asifud Daula,https://www.rekhta.org/poets/asifud-daula,Lucknow,asifud-daula
1161,Asim Badr,https://www.rekhta.org/poets/asim-badr,Delhi,asim-badr
1162,Asim Bakhshi,https://www.rekhta.org/poets/asim-bakhshi,Rawalpindi,asim-bakhshi
1163,Asim Bukhari,https://www.rekhta.org/poets/asim-bukhari,Lahore,asim-bukhari
1164,Asim Ejaz,https://www.rekhta.org/poets/asim-ejaz,Jhang,asim-ejaz
1165,Asim Jafri,https://www.rekhta.org/poets/asim-jafri,Kanpur Nagar,asim-jafri
1166,Asim Khan,https://www.rekhta.org/poets/asim-khan,,asim-khan
1167,Asim nadeem Asi,https://www.rekhta.org/poets/asim-nadeem-asi,Gujar Khan,asim-nadeem-asi
1168,Asim Qamar,https://www.rekhta.org/poets/asim-qamar,Uttarakhand,asim-qamar
1169,Asim Tanha,https://www.rekhta.org/poets/asim-tanha,Bhakkar,asim-tanha
1170,Asim Wasti,https://www.rekhta.org/poets/asim-wasti,Abu Dhabi,asim-wasti
1171,Asima Faraz,https://www.rekhta.org/poets/asima-faraz,,asima-faraz
1172,Asima Tahir,https://www.rekhta.org/poets/asima-tahir,Lahore,asima-tahir
1173,Asjad Nazri Nazar,https://www.rekhta.org/poets/asjad-nazri-nazar,Bhagalpur,asjad-nazri-nazar
1174,Aslam Aazad,https://www.rekhta.org/poets/aslam-aazad,Patna,aslam-aazad
1175,Aslam Ansari,https://www.rekhta.org/poets/aslam-ansari,Multan,aslam-ansari
1176,Aslam Badar,https://www.rekhta.org/poets/aslam-badar,Jamshedpur,aslam-badar
1177,Aslam Barabankvi,https://www.rekhta.org/poets/aslam-barabankvi,Lucknow,aslam-barabankvi
1178,Aslam Emadi,https://www.rekhta.org/poets/aslam-emadi,Hyderabad,aslam-emadi
1179,Aslam Faizi,https://www.rekhta.org/poets/aslam-faizi,,aslam-faizi
1180,Aslam Farrukhi,https://www.rekhta.org/poets/aslam-farrukhi,Karachi,aslam-farrukhi
1181,Aslam Gurdaspuri,https://www.rekhta.org/poets/aslam-gurdaspuri,Lahore,aslam-gurdaspuri
1182,Aslam Habeeb,https://www.rekhta.org/poets/aslam-habeeb,,aslam-habeeb
1183,Aslam Haneef,https://www.rekhta.org/poets/aslam-haneef,Gunnaur,aslam-haneef
1184,Aslam Jamshedpuri,https://www.rekhta.org/poets/aslam-jamshedpuri,Meerut,aslam-jamshedpuri
1185,Aslam Kolsarii,https://www.rekhta.org/poets/aslam-kolsarii,Lahore,aslam-kolsarii
1186,Aslam Mahmood,https://www.rekhta.org/poets/aslam-mahmood,Kanpur,aslam-mahmood
1187,Aslam Mirza,https://www.rekhta.org/poets/aslam-mirza,Aurangabad,aslam-mirza
1188,Aslam Noor Aslam,https://www.rekhta.org/poets/aslam-noor-aslam,Saudi Arabia,aslam-noor-aslam
1189,Aslam Parvez,https://www.rekhta.org/poets/aslam-parvez,Delhi,aslam-parvez
1190,Aslam Rashid,https://www.rekhta.org/poets/aslam-rashid,Guna,aslam-rashid
1191,Aslam Saifi,https://www.rekhta.org/poets/aslam-saifi,Gaya,aslam-saifi
1192,Aslam Shaikh,https://www.rekhta.org/poets/aslam-shaikh,,aslam-shaikh
1193,Aslam Sirajuddeen,https://www.rekhta.org/poets/aslam-sirajuddeen,,aslam-sirajuddeen
1194,Asma Riyaz Asma,https://www.rekhta.org/poets/asma-riyaz-asma,,asma-riyaz-asma
1195,Asna Badr,https://www.rekhta.org/poets/asna-badr,Saudi Arabia,asna-badr
1196,Asra Rizvi,https://www.rekhta.org/poets/asra-rizvi,Lucknow,asra-rizvi
1197,Asrar Akbarabadi,https://www.rekhta.org/poets/asrar-akbarabadi,Agra,asrar-akbarabadi
1198,Asrar Ashfaq,https://www.rekhta.org/poets/asrar-ashfaq,,asrar-ashfaq
1199,Asrar Gandhi,https://www.rekhta.org/poets/asrar-gandhi,Allahabad,asrar-gandhi
1200,Asrar jamayee,https://www.rekhta.org/poets/asrar-jamayee,Delhi,asrar-jamayee
1201,Asrar Saifi,https://www.rekhta.org/poets/asrar-saifi,Arrah,asrar-saifi
1202,Asrar Zaidi,https://www.rekhta.org/poets/asrar-zaidi,,asrar-zaidi
1203,Asrarul Haq Asrar,https://www.rekhta.org/poets/asrarul-haq-asrar,Meerut,asrarul-haq-asrar
1204,Asrarul Haq Majaz,https://www.rekhta.org/poets/asrarul-haq-majaz,Lucknow,asrarul-haq-majaz
1205,Ata Abidi,https://www.rekhta.org/poets/ata-abidi,Patna,ata-abidi
1206,Ata Husain Kaleem,https://www.rekhta.org/poets/ata-husain-kaleem,,ata-husain-kaleem
1207,Ata Lucknowi,https://www.rekhta.org/poets/ata-lucknowi,,ata-lucknowi
1208,Ata Turab,https://www.rekhta.org/poets/ata-turab,Islamabad,ata-turab
1209,Ata ul Haq Qasmi,https://www.rekhta.org/poets/ata-ul-haq-qasmi,Lahore,ata-ul-haq-qasmi
1210,Atai,https://www.rekhta.org/poets/atai,,atai
1211,Atal Bihari Vajpayee,https://www.rekhta.org/poets/atal-bihari-vajpayee,Delhi,atal-bihari-vajpayee
1212,Ataul Hasan,https://www.rekhta.org/poets/ataul-hasan,Khurrianwala,ataul-hasan
1213,Ataullah Sajjad,https://www.rekhta.org/poets/ataullah-sajjad,,ataullah-sajjad
1214,Ataur Rahman Ata,https://www.rekhta.org/poets/ataur-rahman-ata,Arrah,ataur-rahman-ata
1215,Ataur Rahman Jameel,https://www.rekhta.org/poets/ataur-rahman-jameel,,ataur-rahman-jameel
1216,Ataur Rahman Khaki,https://www.rekhta.org/poets/ataur-rahman-khaki,Karachi,ataur-rahman-khaki
1217,Ataur Rahman Tariq,https://www.rekhta.org/poets/ataur-rahman-tariq,Mumbai,ataur-rahman-tariq
1218,Ataurrahman Qazi,https://www.rekhta.org/poets/ataurrahman-qazi,,ataurrahman-qazi
1219,Ata-ur-Rahman Tariq,https://www.rekhta.org/poets/ata-ur-rahman-tariq,Mumbai,ata-ur-rahman-tariq
1220,Ateeb Quadri,https://www.rekhta.org/poets/ateeb-quadri,Pilibhit,ateeb-quadri
1221,Ateeq Ahmad Ateeq,https://www.rekhta.org/poets/ateeq-ahmad-ateeq,Malegaon,ateeq-ahmad-ateeq
1222,Ateeq Ahmad Jazib,https://www.rekhta.org/poets/ateeq-ahmad-jazib,Tamil Nadu,ateeq-ahmad-jazib
1223,Ateeq Allahabadi,https://www.rekhta.org/poets/ateeq-allahabadi,Allahabad,ateeq-allahabadi
1224,Ateeq Anwar Siddiqi,https://www.rekhta.org/poets/ateeq-anwar-siddiqi,,ateeq-anwar-siddiqi
1225,Ateeq Anzar,https://www.rekhta.org/poets/ateeq-anzar,Qatar,ateeq-anzar
1226,Ateeq Asar,https://www.rekhta.org/poets/ateeq-asar,Basti,ateeq-asar
1227,Ateeq Muzaffarpuri,https://www.rekhta.org/poets/ateeq-muzaffarpuri,,ateeq-muzaffarpuri
1228,Ateequllah,https://www.rekhta.org/poets/ateequllah,Delhi,ateequllah
1229,Ateeya Daud,https://www.rekhta.org/poets/ateeya-daud,,ateeya-daud
1230,Ateeya Niyazi,https://www.rekhta.org/poets/ateeya-niyazi,,ateeya-niyazi
1231,Ateeya Parveen Bilgirami,https://www.rekhta.org/poets/ateeya-parveen-bilgirami,Raebareli,ateeya-parveen-bilgirami
1232,Athar Adeeb,https://www.rekhta.org/poets/athar-adeeb,,athar-adeeb
1233,Athar Azeem Khaan,https://www.rekhta.org/poets/athar-azeem-khaan,,athar-azeem-khaan
1234,Athar Aziz,https://www.rekhta.org/poets/athar-aziz,Mumbai,athar-aziz
1235,Athar Hapuri,https://www.rekhta.org/poets/athar-hapuri,,athar-hapuri
1236,Athar Jafari,https://www.rekhta.org/poets/athar-jafari,,athar-jafari
1237,Athar Nadir,https://www.rekhta.org/poets/athar-nadir,Pakistan,athar-nadir
1238,Athar Nafees,https://www.rekhta.org/poets/athar-nafees,Karachi,athar-nafees
1239,Athar Nasik,https://www.rekhta.org/poets/athar-nasik,Multan,athar-nasik
1240,Athar Raz,https://www.rekhta.org/poets/athar-raz,London,athar-raz
1241,Athar Saleemi,https://www.rekhta.org/poets/athar-saleemi,,athar-saleemi
1242,Athar Shah Khan Jaidi,https://www.rekhta.org/poets/athar-shah-khan-jaidi,,athar-shah-khan-jaidi
1243,athar shakeel,https://www.rekhta.org/poets/athar-shakeel,Bijnor,athar-shakeel
1244,Athar Ziai,https://www.rekhta.org/poets/athar-ziai,Karachi,athar-ziai
1245,Atharv Ankit,https://www.rekhta.org/poets/atharv-ankit,Hajipur,atharv-ankit
1246,Atif Khan,https://www.rekhta.org/poets/atif-khan,Delhi,atif-khan
1247,Atif Nadeem,https://www.rekhta.org/poets/atif-nadeem,,atif-nadeem
1248,Atif Rais,https://www.rekhta.org/poets/atif-rais,Muzaffarnagar,atif-rais
1249,Atif tauqeer,https://www.rekhta.org/poets/atif-tauqeer,Germany,atif-tauqeer
1250,Atiq Khan Saba,https://www.rekhta.org/poets/atiq-khan-saba,,atiq-khan-saba
1251,Atiq Ur Rehman Safi,https://www.rekhta.org/poets/atiq-ur-rehman-safi,Gujrat,atiq-ur-rehman-safi
1252,Atir Ali Syed,https://www.rekhta.org/poets/atir-ali-syed,Islamabad,atir-ali-syed
1253,Atiya Syed,https://www.rekhta.org/poets/atiya-syed,,atiya-syed
1254,Atta Shad,https://www.rekhta.org/poets/atta-shad,Quetta,atta-shad
1255,Atul Ajnabi,https://www.rekhta.org/poets/atul-ajnabi,Gwalior,atul-ajnabi
1256,Atyab Ejaz,https://www.rekhta.org/poets/atyab-ejaz,Hyderabad,atyab-ejaz
1257,Auj lakhnavi,https://www.rekhta.org/poets/auj-lakhnavi,Lucknow,auj-lakhnavi
1258,Aulad Ali Rizvi,https://www.rekhta.org/poets/aulad-ali-rizvi,Lucknow,aulad-ali-rizvi
1259,Aulad-e-Rasool Qudsi,https://www.rekhta.org/poets/aulad-e-rasool-qudsi,Odisha,aulad-e-rasool-qudsi
1260,Aun Abbas Aun,https://www.rekhta.org/poets/aun-abbas-aun,Lahore,aun-abbas-aun
1261,Aurang zeb,https://www.rekhta.org/poets/aurang-zeb,Pakistan,aurang-zeb
1262,Ausaf Shaikh,https://www.rekhta.org/poets/ausaf-shaikh,Sahiwal,ausaf-shaikh
1263,Aves Sayyad,https://www.rekhta.org/poets/aves-sayyad,,aves-sayyad
1264,Avinash Joshi,https://www.rekhta.org/poets/avinash-joshi,Jaipur,avinash-joshi
1265,Avinash Pandey,https://www.rekhta.org/poets/avinash-pandey,,avinash-pandey
1266,Awais ul Hassan Khan,https://www.rekhta.org/poets/awais-ul-hassan-khan,,awais-ul-hassan-khan
1267,Ayaz Ahmad Ayaz,https://www.rekhta.org/poets/ayaz-ahmad-ayaz,Odisha,ayaz-ahmad-ayaz
1268,Ayaz Ahmad Talib,https://www.rekhta.org/poets/ayaz-ahmad-talib,Muzaffarnagar,ayaz-ahmad-talib
1269,Ayaz Azmi,https://www.rekhta.org/poets/ayaz-azmi,Azamgarh,ayaz-azmi
1270,Ayaz Bilgrami,https://www.rekhta.org/poets/ayaz-bilgrami,Bilgram,ayaz-bilgrami
1271,Ayaz Jhansvi,https://www.rekhta.org/poets/ayaz-jhansvi,,ayaz-jhansvi
1272,Ayaz Mahmood,https://www.rekhta.org/poets/ayaz-mahmood,,ayaz-mahmood
1273,Ayaz Mahmood Ayaz,https://www.rekhta.org/poets/ayaz-mahmood-ayaz,Paris,ayaz-mahmood-ayaz
1274,Ayaz Rasool Nazki,https://www.rekhta.org/poets/ayaz-rasool-nazki,Srinagar,ayaz-rasool-nazki
1275,Ayesha Masood Malik,https://www.rekhta.org/poets/ayesha-masood-malik,,ayesha-masood-malik
1276,Ayub Asar,https://www.rekhta.org/poets/ayub-asar,,ayub-asar
1277,Ayub Fahmi,https://www.rekhta.org/poets/ayub-fahmi,Karachi,ayub-fahmi
1278,Ayub Jauhar,https://www.rekhta.org/poets/ayub-jauhar,,ayub-jauhar
1279,Ayub Khawar,https://www.rekhta.org/poets/ayub-khawar,,ayub-khawar
1280,Ayub Rumani,https://www.rekhta.org/poets/ayub-rumani,,ayub-rumani
1281,Ayub Sabir,https://www.rekhta.org/poets/ayub-sabir,Kohat,ayub-sabir
1282,Ayush Charag,https://www.rekhta.org/poets/ayush-charag,Gautam Buddh Nagar,ayush-charag
1283,Ayyub Aadil,https://www.rekhta.org/poets/ayyub-aadil,,ayyub-aadil
1284,Ayyub Khan Bismil,https://www.rekhta.org/poets/ayyub-khan-bismil,Jaipur,ayyub-khan-bismil
1285,Ayyub Qasim Karjikar,https://www.rekhta.org/poets/ayyub-qasim-karjikar,Kuwait,ayyub-qasim-karjikar
1286,Ayyub Saleem,https://www.rekhta.org/poets/ayyub-saleem,Delhi,ayyub-saleem
1287,Azad Ansari,https://www.rekhta.org/poets/azad-ansari,Hyderabad,azad-ansari
1288,Azad Bahawalpuri,https://www.rekhta.org/poets/azad-bahawalpuri,,azad-bahawalpuri
1289,Azad Gulati,https://www.rekhta.org/poets/azad-gulati,Punjab,azad-gulati
1290,Azad Gurdaspuri,https://www.rekhta.org/poets/azad-gurdaspuri,,azad-gurdaspuri
1291,Azad Husain Azad,https://www.rekhta.org/poets/azad-husain-azad,Mandi Bahauddin,azad-husain-azad
1292,Azad Sahiri,https://www.rekhta.org/poets/azad-sahiri,,azad-sahiri
1293,Azam Amin,https://www.rekhta.org/poets/azam-amin,,azam-amin
1294,Azam Chishti,https://www.rekhta.org/poets/azam-chishti,,azam-chishti
1295,Azam Jalalabadi,https://www.rekhta.org/poets/azam-jalalabadi,,azam-jalalabadi
1296,Azam Karevi,https://www.rekhta.org/poets/azam-karevi,Allahabad,azam-karevi
1297,Azam Tariq Kohistani,https://www.rekhta.org/poets/azam-tariq-kohistani,Karachi,azam-tariq-kohistani
1298,Azar Askari,https://www.rekhta.org/poets/azar-askari,Muzaffarabad,azar-askari
1299,Azar Barabankavi,https://www.rekhta.org/poets/azar-barabankavi,,azar-barabankavi
1300,Azar Tamanna,https://www.rekhta.org/poets/azar-tamanna,Islamabad,azar-tamanna
1301,Azbar Safeer,https://www.rekhta.org/poets/azbar-safeer,Sargodha,azbar-safeer
1302,Azeem Aambori,https://www.rekhta.org/poets/azeem-aambori,,azeem-aambori
1303,Azeem Akhtar,https://www.rekhta.org/poets/azeem-akhtar,,azeem-akhtar
1304,Azeem Amrohvi,https://www.rekhta.org/poets/azeem-amrohvi,Delhi,azeem-amrohvi
1305,Azeem Anjum,https://www.rekhta.org/poets/azeem-anjum,,azeem-anjum
1306,Azeem Azimabadi,https://www.rekhta.org/poets/azeem-azimabadi,Patna,azeem-azimabadi
1307,Azeem Haider Syed,https://www.rekhta.org/poets/azeem-haider-syed,Karachi,azeem-haider-syed
1308,Azeem Hyderabadi,https://www.rekhta.org/poets/azeem-hyderabadi,,azeem-hyderabadi
1309,Azeem Kamil,https://www.rekhta.org/poets/azeem-kamil,,azeem-kamil
1310,Azeem Khawaja,https://www.rekhta.org/poets/azeem-khawaja,Karachi,azeem-khawaja
1311,Azeem Malik,https://www.rekhta.org/poets/azeem-malik,Thane,azeem-malik
